filename,recommend_1_brand,recommend_1_product,recommend_1_hex,recommend_1_deltaE,recommend_2_brand,recommend_2_product,recommend_2_hex,recommend_2_deltaE,recommend_3_brand,recommend_3_product,recommend_3_hex,recommend_3_deltaE
black (97).jpg,Maybelline,Fit Me,c7967d,0.12,Make Up For Ever,Ultra HD,c99980,0.12,Make Up For Ever,Ultra HD,c7977b,0.12
black (98).jpg,L'Oréal,Infalliable,d1a396,2.93,L'Oréal,Infalliable,deb09e,2.93,Make Up For Ever,Ultra HD,dca795,2.93
black (99).jpg,Make Up For Ever,Ultra HD,dca795,2.77,L'Oréal,Infalliable,d1a396,2.77,Make Up For Ever,Ultra HD,d79e89,2.77
brown (1).jpg,L'Oréal,Infalliable,e5ad8b,2.5,Make Up For Ever,Ultra HD,d9a586,2.5,L'Oréal,Infalliable,e7ad82,2.5
brown (10).jpg,Make Up For Ever,Ultra HD,d69b81,2.99,Make Up For Ever,Ultra HD,d59682,2.99,Make Up For Ever,Ultra HD,d19578,2.99
brown (100).jpg,Make Up For Ever,Ultra HD,d9a586,2.25,L'Oréal,Infalliable,e5ad8b,2.25,L'Oréal,Infalliable,cf9c7d,2.25
brown (101).jpg,MAC,Studio Fix,d1a88a,0.16,Make Up For Ever,Ultra HD,daad90,0.16,Make Up For Ever,Ultra HD,d4a689,0.16
brown (102).jpg,MAC,Studio Fix,d1a88a,2.84,Make Up For Ever,Ultra HD,d4a689,2.84,Make Up For Ever,Ultra HD,daad90,2.84
brown (103).jpg,MAC,Studio Fix,d2ae88,0.45,MAC,Studio Fix,d5ad89,0.45,MAC,Studio Fix,d9b28d,0.45
brown (104).jpg,Make Up For Ever,Ultra HD,d8ab8b,1.0,MAC,Studio Fix,d5ad89,1.0,Make Up For Ever,Ultra HD,d4a689,1.0
brown (105).jpg,Make Up For Ever,Ultra HD,dca795,2.28,L'Oréal,Infalliable,d1a396,2.28,L'Oréal,Infalliable,deb09e,2.28
brown (106).jpg,Make Up For Ever,Ultra HD,d9a586,1.01,Make Up For Ever,Ultra HD,d4a689,1.01,Make Up For Ever,Ultra HD,d8ab8b,1.01
brown (107).jpg,Make Up For Ever,Ultra HD,daad90,1.42,Make Up For Ever,Ultra HD,d8ab8b,1.42,Make Up For Ever,Ultra HD,d4a689,1.42
brown (108).jpg,Make Up For Ever,Ultra HD,daad90,1.04,Make Up For Ever,Ultra HD,d4a689,1.04,Make Up For Ever,Ultra HD,d8ab8b,1.04
brown (109).jpg,MAC,Studio Fix,cfa67d,2.96,MAC,Studio Fix,d0a87f,2.96,MAC,Studio Fix,d0a97b,2.96
brown (11).jpg,Maybelline,Fit Me,e3b082,2.26,L'Oréal,Infalliable,e7ad82,2.26,Maybelline,Fit Me,e4b38e,2.26
brown (110).jpg,Make Up For Ever,Ultra HD,c99980,2.47,L'Oréal,Infalliable,cf9c7d,2.47,Make Up For Ever,Ultra HD,c7977b,2.47
brown (111).jpg,L'Oréal,Infalliable,d1a396,5.0,MAC,Studio Fix,d1a88a,5.0,Make Up For Ever,Ultra HD,dcb59c,5.0
brown (112).jpg,Make Up For Ever,Ultra HD,dcb59c,2.48,L'Oréal,True Match,dcb29a,2.48,Maybelline,Fit Me Matte,dcb297,2.48
brown (113).jpg,Maybelline,Fit Me,bd9584,6.56,L'Oréal,Infalliable,d1a396,6.56,Make Up For Ever,Ultra HD,dcb59c,6.56
brown (114).jpg,Make Up For Ever,Ultra HD,d4a689,1.52,Make Up For Ever,Ultra HD,daad90,1.52,Make Up For Ever,Ultra HD,d8ab8b,1.52
brown (115).jpg,Make Up For Ever,Ultra HD,dcb59c,2.27,L'Oréal,True Match,dcb29a,2.27,Maybelline,Fit Me Matte,dcb297,2.27
brown (116).jpg,L'Oréal,Infalliable,deb09e,2.85,Make Up For Ever,Ultra HD,dca795,2.85,L'Oréal,True Match,dcb29a,2.85
brown (117).jpg,MAC,Studio Fix,d0a97b,1.66,MAC,Studio Fix,d1ac7f,1.66,MAC,Studio Fix,d0a87f,1.66
brown (118).jpg,L'Oréal,Infalliable,d1a396,2.37,Make Up For Ever,Ultra HD,dca795,2.37,Make Up For Ever,Ultra HD,d79e89,2.37
brown (119).jpg,Maybelline,Fit Me Matte,d69c74,4.57,Make Up For Ever,Ultra HD,d19578,4.57,Make Up For Ever,Ultra HD,d69b81,4.57
brown (12).jpg,Maybelline,Fit Me,e4b38e,3.22,MAC,Studio Fix,cfa67d,3.22,Make Up For Ever,Ultra HD,d9a586,3.22
brown (120).jpg,Make Up For Ever,Ultra HD,ddb395,1.05,L'Oréal,True Match,ddb496,1.05,Maybelline,Fit Me,e2b597,1.05
brown (121).jpg,Make Up For Ever,Ultra HD,d9a586,1.52,L'Oréal,Infalliable,e5ad8b,1.52,Make Up For Ever,Ultra HD,d4a689,1.52
brown (122).jpg,Make Up For Ever,Ultra HD,dca795,2.5,L'Oréal,Infalliable,deb09e,2.5,L'Oréal,True Match,dcb29a,2.5
brown (123).jpg,L'Oréal,True Match,dcb29a,2.13,L'Oréal,Infalliable,deb09e,2.13,Make Up For Ever,Ultra HD,daad90,2.13
brown (124).jpg,Make Up For Ever,Ultra HD,d9a586,2.0,L'Oréal,Infalliable,cf9c7d,2.0,Maybelline,Fit Me,d09e7c,2.0
brown (125).jpg,MAC,Studio Fix,c5986d,3.2,L'Oréal,True Match,c29979,3.2,MAC,Studio Fix,c9a177,3.2
brown (13).jpg,L'Oréal,Infalliable,d1a396,2.1,Make Up For Ever,Ultra HD,dca795,2.1,L'Oréal,Infalliable,deb09e,2.1
brown (14).jpg,Make Up For Ever,Ultra HD,dcb59c,1.49,L'Oréal,True Match,dcb29a,1.49,Maybelline,Fit Me Matte,dcb297,1.49
brown (15).jpg,L'Oréal,Infalliable,deb09e,2.48,L'Oréal,Infalliable,d1a396,2.48,Make Up For Ever,Ultra HD,dca795,2.48
brown (16).jpg,Make Up For Ever,Ultra HD,d8ab8b,1.05,Make Up For Ever,Ultra HD,daad90,1.05,Make Up For Ever,Ultra HD,d4a689,1.05
brown (17).jpg,L'Oréal,Infalliable,e5ad8b,2.57,Make Up For Ever,Ultra HD,d9a586,2.57,Make Up For Ever,Ultra HD,e3b296,2.57
brown (18).jpg,Make Up For Ever,Ultra HD,d69b81,2.99,Make Up For Ever,Ultra HD,d9a586,2.99,L'Oréal,Infalliable,cf9c7d,2.99
brown (19).jpg,Make Up For Ever,Ultra HD,e3b296,1.88,Make Up For Ever,Ultra HD,daad90,1.88,Make Up For Ever,Ultra HD,d4a689,1.88
brown (2).jpg,Make Up For Ever,Ultra HD,d9a586,2.1,Maybelline,Fit Me,d09e7c,2.1,L'Oréal,Infalliable,cf9c7d,2.1
brown (20).jpg,Make Up For Ever,Ultra HD,d9a586,3.17,Maybelline,Fit Me,d09e7c,3.17,L'Oréal,Infalliable,e5ad8b,3.17
brown (21).jpg,Make Up For Ever,Ultra HD,d9a586,3.17,Maybelline,Fit Me,d09e7c,3.17,MAC,Studio Fix,cfa67d,3.17
brown (22).jpg,MAC,Studio Fix,d1a88a,3.17,Make Up For Ever,Ultra HD,daad90,3.17,L'Oréal,True Match,dcb29a,3.17
brown (23).jpg,Make Up For Ever,Ultra HD,d8ab8b,2.26,Make Up For Ever,Ultra HD,d9a586,2.26,Maybelline,Fit Me,e4b38e,2.26
brown (24).jpg,Maybelline,Fit Me,e2aa7b,1.76,L'Oréal,Infalliable,daa271,1.76,NARS,Velvet Matte,dfa575,1.76
brown (25).jpg,L'Oréal,Infalliable,deb09e,2.13,L'Oréal,True Match,dcb29a,2.13,Make Up For Ever,Ultra HD,dcb59c,2.13
brown (26).jpg,Make Up For Ever,Ultra HD,d9a586,2.0,Make Up For Ever,Ultra HD,d4a689,2.0,L'Oréal,Infalliable,cf9c7d,2.0
brown (27).jpg,Make Up For Ever,Ultra HD,d79e89,2.24,Make Up For Ever,Ultra HD,c99980,2.24,Make Up For Ever,Ultra HD,d69b81,2.24
brown (28).jpg,Make Up For Ever,Ultra HD,daad90,1.06,MAC,Studio Fix,d1a88a,1.06,Make Up For Ever,Ultra HD,d4a689,1.06
brown (29).jpg,L'Oréal,Infalliable,deb09e,2.35,L'Oréal,True Match,dcb29a,2.35,Make Up For Ever,Ultra HD,dcb59c,2.35
brown (3).jpg,Make Up For Ever,Ultra HD,e3b391,1.49,Make Up For Ever,Ultra HD,d8ab8b,1.49,Maybelline,Fit Me,e4b38e,1.49
brown (30).jpg,Maybelline,Fit Me,e4b38e,1.58,Make Up For Ever,Ultra HD,e3b391,1.58,Make Up For Ever,Ultra HD,e7b391,1.58
brown (31).jpg,Maybelline,Fit Me,e4b38e,2.27,Make Up For Ever,Ultra HD,e3b391,2.27,Make Up For Ever,Ultra HD,d8ab8b,2.27
brown (32).jpg,Make Up For Ever,Ultra HD,d79e89,2.16,Make Up For Ever,Ultra HD,dca795,2.16,Make Up For Ever,Ultra HD,d69b81,2.16
brown (33).jpg,L'Oréal,True Match,dcb29a,1.1,Make Up For Ever,Ultra HD,dcb59c,1.1,Maybelline,Fit Me Matte,dcb297,1.1
brown (34).jpg,L'Oréal,Infalliable,e5ad8b,3.04,Make Up For Ever,Ultra HD,d9a586,3.04,L'Oréal,Infalliable,e7ad82,3.04
brown (35).jpg,Make Up For Ever,Ultra HD,ddb395,1.05,L'Oréal,True Match,ddb496,1.05,Maybelline,Fit Me,e2b597,1.05
brown (36).jpg,Maybelline,Fit Me,e4b38e,1.49,Make Up For Ever,Ultra HD,e3b391,1.49,Make Up For Ever,Ultra HD,e7b391,1.49
brown (37).jpg,Make Up For Ever,Ultra HD,d8ab8b,1.0,Make Up For Ever,Ultra HD,d4a689,1.0,Make Up For Ever,Ultra HD,daad90,1.0
brown (38).jpg,Make Up For Ever,Ultra HD,daad90,1.77,Make Up For Ever,Ultra HD,d4a689,1.77,MAC,Studio Fix,d1a88a,1.77
brown (39).jpg,Make Up For Ever,Ultra HD,daad90,0.27,MAC,Studio Fix,d1a88a,0.27,Make Up For Ever,Ultra HD,d8ab8b,0.27
brown (4).jpg,Maybelline,Fit Me,e2aa7b,1.42,Maybelline,Fit Me,e3b082,1.42,NARS,Velvet Matte,e4aa7c,1.42
brown (40).jpg,Make Up For Ever,Ultra HD,d4a689,0.94,Make Up For Ever,Ultra HD,d8ab8b,0.94,Make Up For Ever,Ultra HD,daad90,0.94
brown (41).jpg,MAC,Studio Fix,d1ac7f,2.86,MAC,Studio Fix,d0a97b,2.86,MAC,Studio Fix,d4b588,2.86
brown (42).jpg,MAC,Studio Fix,d1a88a,2.0,Make Up For Ever,Ultra HD,d4a689,2.0,Make Up For Ever,Ultra HD,daad90,2.0
brown (43).jpg,NARS,Velvet Matte,dfa575,2.01,NARS,Velvet Matte,e4aa7c,2.01,NARS,Velvet Matte,dd9e6d,2.01
brown (44).jpg,MAC,Studio Fix,d1a88a,4.01,Make Up For Ever,Ultra HD,dcb59c,4.01,L'Oréal,True Match,dcb29a,4.01
brown (45).jpg,NARS,Velvet Matte,dd9e6d,3.26,NARS,Velvet Matte,dfa575,3.26,NARS,Velvet Matte,e4aa7c,3.26
brown (46).jpg,NARS,Velvet Matte,e6b685,4.92,L'Oréal,Infalliable,e8b481,4.92,Maybelline,Fit Me Matte,f0ba81,4.92
brown (47).jpg,L'Oréal,Infalliable,e5ad8b,3.04,Make Up For Ever,Ultra HD,d9a586,3.04,L'Oréal,Infalliable,e7ad82,3.04
brown (48).jpg,Maybelline,Fit Me Matte,d69c74,2.94,L'Oréal,Infalliable,e7ad82,2.94,Make Up For Ever,Ultra HD,d9a586,2.94
brown (49).jpg,Make Up For Ever,Ultra HD,e3b391,1.79,L'Oréal,Infalliable,e5ad8b,1.79,Make Up For Ever,Ultra HD,e7b391,1.79
brown (5).jpg,L'Oréal,Infalliable,e7ad82,4.22,NARS,Velvet Matte,e4aa7c,4.22,L'Oréal,Infalliable,e5ad8b,4.22
brown (50).jpg,Make Up For Ever,Ultra HD,e3b296,3.19,Make Up For Ever,Ultra HD,dca795,3.19,Make Up For Ever,Ultra HD,d4a689,3.19
brown (51).jpg,MAC,Studio Fix,d1a88a,2.46,Make Up For Ever,Ultra HD,d4a689,2.46,Make Up For Ever,Ultra HD,daad90,2.46
brown (52).jpg,Make Up For Ever,Ultra HD,d79e89,2.44,Make Up For Ever,Ultra HD,d4a689,2.44,Make Up For Ever,Ultra HD,dca795,2.44
brown (53).jpg,Make Up For Ever,Ultra HD,d9a586,1.73,L'Oréal,Infalliable,cf9c7d,1.73,Make Up For Ever,Ultra HD,d4a689,1.73
brown (54).jpg,L'Oréal,Infalliable,d1a396,4.26,L'Oréal,Infalliable,deb09e,4.26,L'Oréal,True Match,dcb29a,4.26
brown (55).jpg,Make Up For Ever,Ultra HD,d4a689,1.55,MAC,Studio Fix,d1a88a,1.55,Make Up For Ever,Ultra HD,d9a586,1.55
brown (56).jpg,L'Oréal,Infalliable,d1a396,2.54,Make Up For Ever,Ultra HD,dca795,2.54,Maybelline,Fit Me,bd9584,2.54
brown (57).jpg,L'Oréal,Infalliable,e5ad8b,1.9,Make Up For Ever,Ultra HD,d9a586,1.9,Make Up For Ever,Ultra HD,e7b391,1.9
brown (58).jpg,L'Oréal,Infalliable,d1a396,2.24,Make Up For Ever,Ultra HD,dca795,2.24,L'Oréal,Infalliable,deb09e,2.24
brown (59).jpg,Make Up For Ever,Ultra HD,d9a586,3.01,Maybelline,Fit Me,d09e7c,3.01,L'Oréal,Infalliable,e5ad8b,3.01
brown (6).jpg,MAC,Studio Fix,d0ae84,5.55,MAC,Studio Fix,d4b588,5.55,MAC,Studio Fix,d1ac7f,5.55
brown (60).jpg,Make Up For Ever,Ultra HD,daad90,0.67,MAC,Studio Fix,d1a88a,0.67,Make Up For Ever,Ultra HD,d4a689,0.67
brown (61).jpg,MAC,Studio Fix,d1a88a,4.17,L'Oréal,True Match,dcb29a,4.17,Make Up For Ever,Ultra HD,daad90,4.17
brown (62).jpg,Make Up For Ever,Ultra HD,e3b296,1.79,Make Up For Ever,Ultra HD,daad90,1.79,Make Up For Ever,Ultra HD,e3b391,1.79
brown (63).jpg,MAC,Studio Fix,d0a97b,3.66,MAC,Studio Fix,cba275,3.66,MAC,Studio Fix,cfa67d,3.66
brown (64).jpg,L'Oréal,Infalliable,d1a396,2.53,Make Up For Ever,Ultra HD,dca795,2.53,L'Oréal,Infalliable,deb09e,2.53
brown (65).jpg,L'Oréal,Infalliable,d1a396,1.83,Make Up For Ever,Ultra HD,dca795,1.83,L'Oréal,Infalliable,deb09e,1.83
brown (66).jpg,Make Up For Ever,Ultra HD,d8ab8b,1.24,MAC,Studio Fix,d5ad89,1.24,Make Up For Ever,Ultra HD,daad90,1.24
brown (67).jpg,Make Up For Ever,Ultra HD,dca795,3.26,Make Up For Ever,Ultra HD,d79e89,3.26,L'Oréal,Infalliable,d1a396,3.26
brown (68).jpg,L'Oréal,Infalliable,deb09e,4.33,L'Oréal,True Match,dcb29a,4.33,L'Oréal,Infalliable,d1a396,4.33
brown (69).jpg,Make Up For Ever,Ultra HD,d9a586,3.3,Make Up For Ever,Ultra HD,d4a689,3.3,Make Up For Ever,Ultra HD,e3b296,3.3
brown (7).jpg,Make Up For Ever,Ultra HD,e3b391,1.05,Maybelline,Fit Me,e4b38e,1.05,Maybelline,Fit Me Matte,e6b898,1.05
brown (70).jpg,Maybelline,Fit Me Matte,d69c74,5.48,L'Oréal,Infalliable,e5ad8b,5.48,Make Up For Ever,Ultra HD,d69b81,5.48
brown (71).jpg,L'Oréal,True Match,dcb29a,2.48,Make Up For Ever,Ultra HD,daad90,2.48,L'Oréal,Infalliable,deb09e,2.48
brown (72).jpg,Make Up For Ever,Ultra HD,d69b81,2.37,Make Up For Ever,Ultra HD,d79e89,2.37,Make Up For Ever,Ultra HD,d59682,2.37
brown (73).jpg,Make Up For Ever,Ultra HD,d4a689,0.55,Make Up For Ever,Ultra HD,d8ab8b,0.55,Make Up For Ever,Ultra HD,daad90,0.55
brown (74).jpg,Make Up For Ever,Ultra HD,d4a689,1.52,Make Up For Ever,Ultra HD,daad90,1.52,Make Up For Ever,Ultra HD,d8ab8b,1.52
brown (75).jpg,L'Oréal,Infalliable,e5ad8b,2.29,Make Up For Ever,Ultra HD,d9a586,2.29,Maybelline,Fit Me,e4b38e,2.29
brown (76).jpg,Make Up For Ever,Ultra HD,d4a689,1.01,MAC,Studio Fix,d1a88a,1.01,Make Up For Ever,Ultra HD,daad90,1.01
brown (77).jpg,L'Oréal,Infalliable,cf9c7d,3.07,Maybelline,Fit Me Matte,d69c74,3.07,Make Up For Ever,Ultra HD,d9a586,3.07
brown (78).jpg,Make Up For Ever,Ultra HD,dca795,2.39,Make Up For Ever,Ultra HD,d79e89,2.39,Make Up For Ever,Ultra HD,d4a689,2.39
brown (79).jpg,Make Up For Ever,Ultra HD,dca795,3.41,L'Oréal,Infalliable,d1a396,3.41,Make Up For Ever,Ultra HD,d79e89,3.41
brown (8).jpg,L'Oréal,Infalliable,deb09e,1.49,L'Oréal,True Match,dcb29a,1.49,Make Up For Ever,Ultra HD,dca795,1.49
brown (80).jpg,Make Up For Ever,Ultra HD,d69b81,4.11,Make Up For Ever,Ultra HD,d19578,4.11,Make Up For Ever,Ultra HD,d59682,4.11
brown (81).jpg,Make Up For Ever,Ultra HD,d4a689,2.32,Make Up For Ever,Ultra HD,d9a586,2.32,L'Oréal,Infalliable,cf9c7d,2.32
brown (82).jpg,Make Up For Ever,Ultra HD,dca795,2.56,L'Oréal,Infalliable,d1a396,2.56,Make Up For Ever,Ultra HD,d79e89,2.56
brown (83).jpg,Maybelline,Fit Me Matte,d69c74,3.26,Make Up For Ever,Ultra HD,d9a586,3.26,L'Oréal,Infalliable,e5ad8b,3.26
brown (84).jpg,Make Up For Ever,Ultra HD,d79e89,3.11,Make Up For Ever,Ultra HD,d9a586,3.11,Make Up For Ever,Ultra HD,d69b81,3.11
brown (85).jpg,L'Oréal,Infalliable,e5ad8b,2.19,Make Up For Ever,Ultra HD,d9a586,2.19,Make Up For Ever,Ultra HD,d4a689,2.19
brown (86).jpg,Make Up For Ever,Ultra HD,d9a586,1.66,Make Up For Ever,Ultra HD,d8ab8b,1.66,Make Up For Ever,Ultra HD,d4a689,1.66
brown (87).jpg,L'Oréal,Infalliable,deb09e,3.48,L'Oréal,True Match,dcb29a,3.48,L'Oréal,Infalliable,d1a396,3.48
brown (88).jpg,L'Oréal,Infalliable,d1a396,4.24,MAC,Studio Fix,d1a88a,4.24,L'Oréal,Infalliable,deb09e,4.24
brown (89).jpg,Make Up For Ever,Ultra HD,dcb59c,7.09,MAC,Studio Fix,dcbca2,7.09,Maybelline,Fit Me,bd9584,7.09
brown (9).jpg,Maybelline,Fit Me,e2aa7b,3.02,Maybelline,Fit Me,e3b082,3.02,L'Oréal,Infalliable,e7ad82,3.02
brown (90).jpg,Make Up For Ever,Ultra HD,dca795,3.26,Make Up For Ever,Ultra HD,d79e89,3.26,Make Up For Ever,Ultra HD,d4a689,3.26
brown (91).jpg,Make Up For Ever,Ultra HD,d69b81,3.1,Make Up For Ever,Ultra HD,d9a586,3.1,L'Oréal,Infalliable,cf9c7d,3.1
brown (92).jpg,L'Oréal,Infalliable,daa271,2.72,Maybelline,Fit Me,e2aa7b,2.72,NARS,Velvet Matte,dfa575,2.72
brown (93).jpg,Make Up For Ever,Ultra HD,d79e89,5.06,Make Up For Ever,Ultra HD,d59682,5.06,L'Oréal,Infalliable,d1a396,5.06
brown (94).jpg,L'Oréal,Infalliable,d1a396,3.23,Make Up For Ever,Ultra HD,dca795,3.23,Make Up For Ever,Ultra HD,d79e89,3.23
